company_profile_length_log,org_count_log,gpe_count_log,company_profile_missing,required_experience_missing,info_completeness_score,has_urgency_language,has_company_logo,contract,full-time,other,part-time,temporary,unknown,has_questions,telecommuting,fraudulent
6.786716950605081,2.302585092994046,0.6931471805599453,0,0,11.782449224159071,0,1,0,0,1,0,0,0,0,0,0
7.160069207596127,1.791759469228055,1.6094379124341003,0,0,12.561266589258281,0,1,0,1,0,0,0,0,0,0,0
6.779921907472252,2.1972245773362196,1.0986122886681098,0,1,11.075758773476581,0,1,0,0,0,0,0,1,0,0,0
6.421622267806518,1.0986122886681098,0.0,0,0,9.520234556474627,0,1,0,1,0,0,0,0,0,0,0
7.395721608602045,2.9444389791664403,1.0986122886681098,0,0,13.438772876436595,0,1,0,1,0,0,0,0,1,0,0
0.0,0.0,0.0,1,1,0.0,0,0,0,0,0,0,0,1,0,0,0
6.782192056006791,2.302585092994046,0.6931471805599453,0,0,11.777924329560784,0,1,0,1,0,0,0,0,1,0,0
6.933423025730715,1.3862943611198906,0.0,0,1,9.319717386850606,0,1,0,0,0,0,0,1,1,0,0
7.21890970761906,2.302585092994046,0.0,0,0,11.521494800613105,0,1,0,1,0,0,0,0,1,0,0
6.529418838262226,1.0986122886681098,0.0,0,0,9.628031126930335,0,1,0,0,0,1,0,0,0,0,0
0.0,0.0,0.0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0
5.739792912179234,0.0,0.0,0,1,6.739792912179234,0,1,0,0,0,0,0,1,0,0,0
6.529418838262226,1.0986122886681098,0.0,0,0,9.628031126930335,0,1,0,1,0,0,0,0,0,0,0
5.8664680569332965,0.0,1.0986122886681098,0,0,8.965080345601406,0,1,0,1,0,0,0,0,1,0,0
6.073044534100405,0.6931471805599453,0.6931471805599453,0,0,9.459338895220295,0,1,0,1,0,0,0,0,0,0,0
6.78332520060396,1.6094379124341003,2.302585092994046,0,0,12.695348206032104,0,1,0,1,0,0,0,0,1,0,0
6.035481432524756,0.6931471805599453,0.0,0,0,8.728628613084702,0,1,0,1,0,0,0,0,0,0,0
6.721425700790643,1.0986122886681098,0.0,0,1,8.820037989458752,0,1,0,0,0,0,0,1,1,0,0
5.953243334287785,0.6931471805599453,0.6931471805599453,0,1,8.339537695407675,0,1,0,0,0,0,0,1,0,0,0
5.43372200355424,0.0,0.6931471805599453,0,1,7.126869184114185,0,0,0,1,0,0,0,0,0,0,0
7.2078598714324755,1.3862943611198906,0.0,0,1,9.594154232552366,0,1,0,0,0,0,0,1,0,0,0
7.177782416195197,1.6094379124341003,1.0986122886681098,0,0,11.885832617297405,0,1,0,1,0,0,0,0,0,0,0
7.892452043520352,1.791759469228055,0.0,0,0,11.684211512748407,0,1,0,1,0,0,0,0,1,0,0
6.76849321164863,1.6094379124341003,0.0,0,0,10.377931124082728,0,1,0,1,0,0,0,0,0,0,0
0.0,0.0,0.0,1,1,0.0,0,0,0,0,0,0,0,1,0,0,0
7.736307096548285,3.1780538303479458,2.4849066497880004,0,1,14.39926757668423,0,1,0,0,0,0,0,1,1,0,0
6.309918278226516,0.6931471805599453,1.0986122886681098,0,0,10.10167774745457,0,1,0,1,0,0,0,0,0,0,0
6.673297967767654,2.302585092994046,0.6931471805599453,0,0,11.669030241321645,0,1,0,1,0,0,0,0,0,0,0
5.43372200355424,0.0,0.6931471805599453,0,1,7.126869184114185,0,0,0,1,0,0,0,0,0,0,0
6.529418838262226,1.0986122886681098,0.0,0,0,9.628031126930335,0,1,0,1,0,0,0,0,0,0,0
6.529418838262226,1.0986122886681098,0.0,0,0,9.628031126930335,0,1,0,1,0,0,0,0,0,0,0
0.0,0.0,0.0,1,0,1.0,0,1,0,1,0,0,0,0,0,0,0
5.908082938168931,1.0986122886681098,0.6931471805599453,0,0,9.699842407396986,0,1,0,1,0,0,0,0,1,0,0
6.779921907472252,2.1972245773362196,1.0986122886681098,0,1,11.075758773476581,0,1,0,1,0,0,0,0,1,0,0
6.259581464064923,0.0,0.0,0,1,7.259581464064923,0,1,0,1,0,0,0,0,1,0,0
3.9889840465642745,0.0,0.0,0,1,4.9889840465642745,0,1,1,0,0,0,0,0,1,0,0
3.9889840465642745,0.0,0.0,0,1,4.9889840465642745,0,1,1,0,0,0,0,0,0,0,0
0.0,0.0,0.0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0
5.438079308923196,0.0,0.0,0,0,7.438079308923196,0,1,0,1,0,0,0,0,1,0,0
6.529418838262226,1.0986122886681098,0.0,0,0,9.628031126930335,0,1,0,1,0,0,0,0,0,0,0
3.9889840465642745,0.0,0.0,0,1,4.9889840465642745,0,1,1,0,0,0,0,0,1,0,0
3.9889840465642745,0.0,0.0,0,1,4.9889840465642745,0,1,1,0,0,0,0,0,1,0,0
0.0,0.0,0.0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0
6.529418838262226,1.0986122886681098,0.0,0,0,9.628031126930335,0,1,0,1,0,0,0,0,0,0,0
6.529418838262226,1.0986122886681098,0.0,0,0,9.628031126930335,0,1,0,1,0,0,0,0,0,0,0
6.555356891810665,0.6931471805599453,0.0,0,1,8.24850407237061,0,1,0,1,0,0,0,0,0,0,0
8.62604759632832,2.8903717578961645,1.6094379124341003,0,0,15.125857266658585,0,0,0,1,0,0,0,0,0,0,0
6.529418838262226,1.0986122886681098,0.0,0,0,9.628031126930335,0,1,0,1,0,0,0,0,0,0,0
3.9889840465642745,0.0,0.0,0,1,4.9889840465642745,0,1,1,0,0,0,0,0,1,0,0
6.529418838262226,1.0986122886681098,0.0,0,0,9.628031126930335,0,1,0,1,0,0,0,0,0,0,0
5.225746673713202,0.6931471805599453,0.0,0,0,7.918893854273147,0,1,0,1,0,0,0,0,0,0,0
6.529418838262226,1.0986122886681098,0.0,0,0,9.628031126930335,0,1,0,1,0,0,0,0,0,0,0
6.285998094508865,0.0,0.0,0,1,7.285998094508865,0,1,0,1,0,0,0,0,0,0,0
0.0,0.0,0.0,1,0,1.0,0,0,0,1,0,0,0,0,0,0,0
6.555356891810665,0.6931471805599453,0.0,0,1,8.24850407237061,0,1,0,0,0,0,0,1,0,0,0
5.0369526024136295,0.6931471805599453,0.6931471805599453,0,1,7.42324696353352,0,1,0,0,0,0,0,1,1,0,0
6.555356891810665,0.6931471805599453,0.0,0,1,8.24850407237061,0,1,0,0,0,0,0,1,0,0,0
7.816416983691801,2.0794415416798357,0.6931471805599453,0,1,11.589005705931584,0,1,0,0,0,0,0,1,1,0,0
6.042632833682381,1.3862943611198906,0.6931471805599453,0,0,10.122074375362217,0,1,0,1,0,0,0,0,0,0,0
6.493753839851686,0.0,0.6931471805599453,0,0,9.18690102041163,0,1,0,1,0,0,0,0,1,0,0
3.9889840465642745,0.0,0.0,0,0,5.9889840465642745,0,1,1,0,0,0,0,0,1,0,0
6.8658910748834385,2.0794415416798357,1.0986122886681098,0,0,12.043944905231385,0,1,0,1,0,0,0,0,1,0,0
3.9889840465642745,0.0,0.0,0,1,4.9889840465642745,0,1,1,0,0,0,0,0,1,0,0
6.529418838262226,1.0986122886681098,0.0,0,0,9.628031126930335,0,1,0,1,0,0,0,0,0,0,0
0.0,0.0,0.0,1,1,0.0,0,0,0,0,0,0,0,1,0,0,0
6.976348070447749,0.0,0.6931471805599453,0,1,8.669495251007694,0,1,0,1,0,0,0,0,1,0,0
6.318968113746434,1.3862943611198906,1.3862943611198906,0,1,10.091556835986216,0,1,0,0,0,0,0,1,1,0,0
5.43372200355424,0.0,0.6931471805599453,0,1,7.126869184114185,0,0,0,1,0,0,0,0,0,0,0
